yardline_100,ydstogo,td_prob,fg_prob,opp_td_prob,opp_fg_prob,no_score_prob
12.0,8.0,0.0082021,0.96085143,0.011721328,0.0077601327,0.011288408
12.0,9.0,0.008259689,0.96379006,0.011872883,0.0069450918,0.008951956
12.0,10.0,0.011743865,0.9326082,0.004386284,0.003773481,0.04731864
12.0,11.0,0.0055385884,0.96606934,0.009704051,0.004951705,0.013591529
12.0,12.0,0.012791544,0.9514901,0.012864439,0.007494849,0.015069439
13.0,1.0,0.25713494,0.63749963,0.033670004,0.019126449,0.051351584
13.0,2.0,0.066179454,0.855823,0.019358026,0.011443999,0.04636325
13.0,3.0,0.037803728,0.89285004,0.015236123,0.00901348,0.044604857
13.0,4.0,0.032487456,0.91344565,0.017390454,0.010230185,0.025904767
13.0,5.0,0.011023119,0.9495232,0.010797594,0.007582993,0.020845776
13.0,6.0,0.008076917,0.9562346,0.012004826,0.0072450563,0.01626585
13.0,7.0,0.015465622,0.9491034,0.015697038,0.009034523,0.010413745
13.0,8.0,0.010388121,0.9597688,0.016358176,0.009068754,0.0042084167
13.0,9.0,0.0089820735,0.9589271,0.011828135,0.0074696825,0.012594002
13.0,10.0,0.012881899,0.9338415,0.010202664,0.0063953013,0.036411796
13.0,11.0,0.01570478,0.9327601,0.016753765,0.009828969,0.024539098
13.0,12.0,0.0062119253,0.9563518,0.009357127,0.005563409,0.022360478
13.0,13.0,0.01507399,0.9418114,0.014698301,0.0089511955,0.019100025
14.0,1.0,0.33203542,0.5283802,0.0540832,0.027059747,0.056742206
14.0,2.0,0.07197937,0.84460795,0.019642279,0.0113109695,0.051596694
14.0,3.0,0.033903137,0.9184539,0.019500557,0.011082104,0.016538175
14.0,4.0,0.03087577,0.89647394,0.016964506,0.010112462,0.045073505
14.0,5.0,0.01662864,0.9460674,0.017059786,0.009163984,0.01072679
14.0,6.0,0.035319734,0.8754946,0.016603533,0.009937882,0.06186713
14.0,7.0,0.013905616,0.9298557,0.011577687,0.008003316,0.036359034
14.0,8.0,0.014190187,0.952175,0.018741407,0.010683598,0.0039118472
14.0,9.0,0.016718466,0.93229496,0.017925866,0.010476797,0.022206753
14.0,10.0,0.019882046,0.9118235,0.012658912,0.0071180835,0.04810536
14.0,11.0,0.008710101,0.9488921,0.013605583,0.007988255,0.020559827
14.0,12.0,0.008052622,0.94926417,0.012014185,0.008127367,0.022347797
14.0,13.0,0.006390651,0.9449424,0.011375919,0.006778332,0.030354457
14.0,14.0,0.015642136,0.93184686,0.014930093,0.008711465,0.02852445
15.0,1.0,0.30241635,0.53802377,0.047493473,0.025011087,0.085562505
15.0,2.0,0.07518379,0.8430739,0.02503262,0.014459611,0.04156875
15.0,3.0,0.031790216,0.9088767,0.01972852,0.010896481,0.02827711
15.0,4.0,0.022797065,0.9219558,0.018647516,0.010778271,0.025441071
15.0,5.0,0.025827024,0.9068299,0.01869856,0.01057124,0.037702918
15.0,6.0,0.019876441,0.92345935,0.019315483,0.011913531,0.025093768
15.0,7.0,0.015369882,0.94586813,0.02167797,0.012177693,0.0045765964
15.0,8.0,0.009786849,0.9410654,0.01544403,0.010141241,0.02331637
15.0,9.0,0.016828422,0.9367517,0.02139247,0.011921806,0.01275346
15.0,10.0,0.0155075295,0.9176952,0.013959736,0.008822865,0.04375714
15.0,11.0,0.014677893,0.91577977,0.014327743,0.009853208,0.04494293
15.0,12.0,0.022857768,0.909068,0.02217492,0.012311736,0.03304105
15.0,13.0,0.015001734,0.9400336,0.021995699,0.012082857,0.010575056
15.0,14.0,0.0045773443,0.9355628,0.0060521034,0.0055415644,0.04807687
15.0,15.0,0.01353921,0.9266361,0.017487863,0.010727344,0.031294465
16.0,1.0,0.29013816,0.57605654,0.045599893,0.032189477,0.05455003
16.0,2.0,0.1099478,0.79247075,0.033995785,0.020763729,0.04191195
16.0,3.0,0.023313459,0.89426696,0.017655933,0.011383397,0.052975338
16.0,4.0,0.025277572,0.9264364,0.026532957,0.01606365,0.005218198
16.0,5.0,0.0139806075,0.9344964,0.02086797,0.012403863,0.017947536
16.0,6.0,0.013838826,0.9282697,0.018260086,0.012649439,0.026660541
16.0,7.0,0.025199372,0.8584188,0.012506857,0.01121019,0.09226026
16.0,8.0,0.017384728,0.9290304,0.021154987,0.014703463,0.017282464
16.0,9.0,0.019562814,0.9047559,0.017840793,0.011852961,0.045575008
16.0,10.0,0.015722053,0.9191395,0.017770655,0.011690487,0.035335854
16.0,11.0,0.020212729,0.9343176,0.026108317,0.015851555,0.0030988771
16.0,12.0,0.02123549,0.91367424,0.022550324,0.013711376,0.028371325
16.0,13.0,0.00895267,0.9368442,0.013325017,0.009512608,0.031158445
16.0,14.0,0.020385362,0.8970721,0.017656323,0.012151269,0.052292097
16.0,15.0,0.017690117,0.92990303,0.021392168,0.013463612,0.017149089
16.0,16.0,0.017756632,0.92180616,0.021176197,0.013783535,0.02504897
17.0,1.0,0.23908882,0.5978954,0.03577508,0.025177272,0.100766465
17.0,2.0,0.041030467,0.8877222,0.028068708,0.017699063,0.02495625
17.0,3.0,0.03493002,0.8947737,0.028016726,0.018026076,0.023704277
17.0,4.0,0.023662847,0.9044251,0.024277067,0.0140866265,0.03311627
17.0,5.0,0.024399152,0.8955139,0.024892004,0.015930954,0.03882458
17.0,6.0,0.009818124,0.91989654,0.018098775,0.010288455,0.041634414
17.0,7.0,0.014766433,0.9243295,0.023414386,0.015400143,0.021728856
17.0,8.0,0.015425953,0.894983,0.013183334,0.009662206,0.0664716
17.0,9.0,0.018701714,0.9244059,0.025863843,0.016549345,0.014064004
17.0,10.0,0.020570157,0.9003182,0.020260854,0.012022231,0.04646408
17.0,11.0,0.009240071,0.92189735,0.01805307,0.01486344,0.035717193
17.0,12.0,0.016201353,0.9280119,0.024530083,0.015729994,0.015142304
17.0,13.0,0.010922602,0.92433196,0.01660788,0.011037779,0.036849838
17.0,14.0,0.00931804,0.91985035,0.015506128,0.010799616,0.044302367
17.0,15.0,0.013696313,0.88666236,0.010226588,0.008647388,0.08045483
17.0,16.0,0.009076546,0.9191954,0.017964466,0.009623905,0.043909054
17.0,17.0,0.023694662,0.8952709,0.027437737,0.0166762,0.036321286
18.0,1.0,0.26132166,0.5799195,0.05326086,0.030772237,0.07333674
18.0,2.0,0.09105679,0.8034917,0.029788878,0.0193371,0.055581145
18.0,3.0,0.017923307,0.9162757,0.030485924,0.018347986,0.016533324
18.0,4.0,0.027196852,0.8830356,0.026400836,0.0151911825,0.04768006
18.0,5.0,0.02771577,0.89434,0.02819293,0.01712539,0.032084312
18.0,6.0,0.02249514,0.9016778,0.02807756,0.01566229,0.031637214
18.0,7.0,0.020168956,0.91115975,0.028198345,0.018288262,0.021744376
18.0,8.0,0.017535843,0.91705865,0.028852727,0.016391637,0.019757776
18.0,9.0,0.019965474,0.9002364,0.0232033,0.014811211,0.041344468
18.0,10.0,0.013567789,0.9067036,0.018098317,0.0113151735,0.049986877
18.0,11.0,0.022098048,0.89839554,0.027140915,0.014059506,0.037854414
18.0,12.0,0.0011549209,0.90342927,0.0042414083,0.0024214631,0.0886693
18.0,13.0,0.022181058,0.9158661,0.035770465,0.021051602,0.0046502273
18.0,14.0,0.022928515,0.8777985,0.021880483,0.015302056,0.061394602
18.0,15.0,0.014691694,0.91216063,0.023746084,0.015160894,0.033888895
18.0,16.0,0.021041185,0.92049396,0.037300687,0.018972151,0.0016937589
18.0,17.0,0.023030862,0.91933924,0.033228472,0.019824756,0.0040825456
18.0,18.0,0.020534623,0.89369804,0.026392356,0.017718488,0.041199457
19.0,1.0,0.26218206,0.571499,0.06697112,0.036201466,0.061830718
19.0,2.0,0.052979082,0.8389872,0.032116123,0.01808074,0.05721696
19.0,3.0,0.026798552,0.8734152,0.027261408,0.016376859,0.055630557
19.0,4.0,0.021900188,0.8939292,0.029865257,0.017269446,0.036603007
19.0,5.0,0.018973758,0.90411186,0.032201838,0.018056206,0.026223006
19.0,6.0,0.029872093,0.881287,0.034036815,0.021850843,0.03233171
19.0,7.0,0.02825608,0.88215923,0.029417366,0.019355424,0.040217567
19.0,8.0,0.020708362,0.90519065,0.03684588,0.019379044,0.01741219
19.0,9.0,0.02057598,0.9060908,0.03660824,0.021474104,0.014779545
19.0,10.0,0.026915126,0.8606053,0.020219048,0.013188419,0.07861786
19.0,11.0,0.022448238,0.90444565,0.034306787,0.020812823,0.017489012
19.0,12.0,0.027783735,0.8857257,0.038079172,0.020564204,0.027316073
19.0,13.0,0.018515293,0.9055164,0.03908188,0.021187771,0.015228207
19.0,14.0,0.0129530085,0.8988208,0.020348145,0.012663756,0.054877393
19.0,15.0,0.015511907,0.9014146,0.026861826,0.0145740295,0.041288447
19.0,16.0,0.021810057,0.9048014,0.038470693,0.021446325,0.0129382
19.0,17.0,0.010834395,0.9012442,0.015696716,0.01770548,0.05423388
19.0,18.0,0.014593393,0.8982551,0.020461919,0.012181289,0.05420557
19.0,19.0,0.017931491,0.89663786,0.029814512,0.017049205,0.03810704
20.0,1.0,0.2375936,0.6068231,0.05301779,0.040201418,0.061058063
20.0,2.0,0.087746814,0.8125885,0.0401598,0.030760335,0.027949598
20.0,3.0,0.017970698,0.88128996,0.023714257,0.01744597,0.059186094
20.0,4.0,0.034775894,0.8624754,0.035392746,0.019982398,0.046786413
20.0,5.0,0.028061314,0.8836286,0.04078912,0.023153545,0.023761494
20.0,6.0,0.025875648,0.8719341,0.033016812,0.021043226,0.047575723
20.0,7.0,0.019671544,0.8923084,0.034026623,0.020836338,0.03268454
20.0,8.0,0.021063613,0.8823769,0.035845805,0.021362718,0.0388472
20.0,9.0,0.028375056,0.8617444,0.03612563,0.023323791,0.04979673
20.0,10.0,0.019765401,0.8699801,0.021967823,0.01442603,0.073493205
20.0,11.0,0.02908075,0.8300807,0.03214896,0.017889155,0.08999287
20.0,12.0,0.025361395,0.8934604,0.042143043,0.02352651,0.014943924
20.0,13.0,0.02565527,0.8932018,0.041539676,0.024947837,0.014029203
20.0,14.0,0.011170648,0.8835292,0.015502497,0.0103084585,0.07922369
20.0,15.0,0.018645229,0.892754,0.03728491,0.022326514,0.028494291
20.0,16.0,0.021861156,0.89111644,0.03738145,0.02063133,0.028547827
20.0,17.0,0.025919281,0.8952648,0.042176917,0.026225178,0.009778753
20.0,19.0,0.04229012,0.7444883,0.009664163,0.018260222,0.18462329
20.0,20.0,0.023979632,0.8770744,0.032050844,0.021746902,0.044538364
21.0,1.0,0.27338812,0.5355648,0.06299593,0.047854993,0.078731075
21.0,2.0,0.033090774,0.8694965,0.039780516,0.024213152,0.032825842
21.0,3.0,0.035935216,0.84369403,0.041062586,0.025193157,0.05340016
21.0,4.0,0.034755684,0.85672253,0.04096114,0.023042332,0.043872233
21.0,5.0,0.03808762,0.83888084,0.04285294,0.024266852,0.055207808
21.0,6.0,0.019708328,0.8620069,0.032472994,0.023346296,0.061912574
21.0,7.0,0.03346216,0.8575298,0.038573507,0.023338126,0.046504013
21.0,8.0,0.025522828,0.87948024,0.04298718,0.025324585,0.026127014
21.0,9.0,0.025826057,0.88250846,0.04306358,0.026343238,0.021662796
21.0,10.0,0.015877202,0.8605615,0.021079676,0.012856219,0.08920761
21.0,11.0,0.022825142,0.8783953,0.040923063,0.022984235,0.034351386
21.0,12.0,0.030358408,0.88097703,0.0502975,0.02835833,0.0093290275
21.0,13.0,0.029712457,0.88113254,0.0546769,0.029262368,0.004476889
21.0,14.0,0.0055051306,0.87146544,0.016013328,0.020229697,0.08653794
21.0,15.0,0.04161002,0.81878895,0.0463939,0.025551729,0.06667803
21.0,16.0,0.0395591,0.8468761,0.038924217,0.022988727,0.050880365
21.0,17.0,0.014329292,0.8727716,0.02417758,0.016085267,0.072211936
21.0,19.0,0.018247584,0.8753087,0.043125093,0.020256672,0.04238438
21.0,20.0,0.008201837,0.8699258,0.015246004,0.011309338,0.09504076
21.0,21.0,0.022713223,0.85908544,0.032902647,0.024594057,0.060043257
22.0,1.0,0.23455647,0.5659293,0.056675,0.040017497,0.10142458
22.0,2.0,0.045547906,0.8486677,0.04368039,0.027416596,0.034020275
22.0,3.0,0.048381228,0.8428468,0.05053671,0.031036291,0.02636072
22.0,4.0,0.04501882,0.8265465,0.048052873,0.027988156,0.05162303
22.0,5.0,0.034477983,0.8600897,0.0515125,0.02946136,0.023732504
22.0,6.0,0.032224316,0.8531189,0.048389018,0.02880565,0.03677149
22.0,7.0,0.0270853,0.8491244,0.036940202,0.022792028,0.06336346
22.0,8.0,0.036496636,0.83031744,0.03957705,0.023865003,0.06911176
22.0,9.0,0.027363747,0.8465484,0.04230424,0.02695316,0.056162957
22.0,10.0,0.027215924,0.8319596,0.033555217,0.021093028,0.08563781
22.0,11.0,0.046000972,0.78526014,0.050922774,0.024921259,0.092161514
22.0,12.0,0.016853549,0.82539886,0.028790027,0.02194281,0.106481396
22.0,13.0,0.015286409,0.86366314,0.030360743,0.025360664,0.064889975
22.0,14.0,0.023702044,0.86475176,0.042779904,0.02662137,0.04136996
22.0,15.0,0.027293382,0.84779316,0.04084209,0.024344759,0.05899012
22.0,16.0,0.029129818,0.8709952,0.05046643,0.030563844,0.018159542
22.0,17.0,0.033394586,0.8726582,0.05457725,0.03131785,0.0072840466
22.0,19.0,0.018690735,0.8592997,0.02758835,0.016696665,0.07727117
22.0,21.0,0.029211726,0.8798808,0.05894353,0.03064316,0.0006369466
22.0,22.0,0.025395818,0.8670034,0.043380268,0.024107289,0.03951582
23.0,1.0,0.20810412,0.5865993,0.056061853,0.046637133,0.101162724
23.0,2.0,0.08093676,0.77725375,0.046483707,0.0335017,0.06088263
23.0,3.0,0.05514301,0.81737787,0.048298433,0.03477038,0.043545235
23.0,4.0,0.047018964,0.832381,0.05768621,0.03474996,0.02731035
23.0,5.0,0.03216658,0.8535451,0.062088452,0.03463709,0.016782032
23.0,6.0,0.028558515,0.85492194,0.058732856,0.033592306,0.023526022
23.0,7.0,0.02420035,0.84859496,0.04548511,0.028952552,0.05211678
23.0,8.0,0.033860527,0.822006,0.05026791,0.028409272,0.06469448
23.0,9.0,0.027877383,0.85964155,0.05394616,0.031224987,0.026623208
23.0,10.0,0.026438698,0.84404105,0.042479943,0.024890259,0.06151293
23.0,11.0,0.035126857,0.8569129,0.05217331,0.033268563,0.021663895
23.0,12.0,0.0060444623,0.8380643,0.036290962,0.015225472,0.104121156
23.0,13.0,0.029688597,0.85416764,0.05708147,0.03472425,0.023618609
23.0,14.0,0.036982577,0.8493519,0.06727225,0.03624258,0.009337785
23.0,15.0,0.026478123,0.82896554,0.03161197,0.020849094,0.09146202
23.0,16.0,0.021351077,0.6365534,0.028478254,0.017701047,0.045473654
23.0,17.0,0.03617731,0.84809697,0.067034006,0.035433866,0.012429773
23.0,18.0,0.03767797,0.8524751,0.069946535,0.037129436,0.0018818431
23.0,19.0,0.03343971,0.8503616,0.06754362,0.036743212,0.011127116
23.0,20.0,0.0,0.8514425,0.0,0.0,0.14855751
23.0,21.0,0.034411233,0.8307567,0.05383696,0.028309224,0.0519765
23.0,22.0,0.035494078,0.8078992,0.043577056,0.03162014,0.080378324
23.0,23.0,0.014084541,0.8422304,0.046503656,0.029033693,0.06778808
24.0,1.0,0.24673255,0.5833683,0.06905192,0.057837527,0.041439544
24.0,2.0,0.06482995,0.776271,0.053062253,0.037735656,0.06714241
24.0,3.0,0.04814965,0.77579695,0.051229578,0.036182154,0.0876544
24.0,4.0,0.02494473,0.8328255,0.044926036,0.030446855,0.066241495
24.0,5.0,0.037332222,0.8206897,0.06064967,0.03657866,0.043900054
24.0,6.0,0.047519058,0.8183108,0.06830195,0.03946709,0.025407169
24.0,7.0,0.03178949,0.80878085,0.043559138,0.027106043,0.08809534
24.0,8.0,0.038058408,0.80155444,0.04982513,0.031179251,0.078492366
24.0,9.0,0.040332973,0.79529566,0.03220481,0.024779618,0.10667245
24.0,10.0,0.026388494,0.8000981,0.037263606,0.02160344,0.11402461
24.0,11.0,0.05199011,0.8270854,0.058588006,0.035489626,0.025782973
24.0,12.0,0.04863207,0.7927768,0.052731927,0.026679829,0.078040056
24.0,13.0,0.04172847,0.8419292,0.06990954,0.04359953,0.0019591742
24.0,14.0,0.03648475,0.8368146,0.07754988,0.040310383,0.007852971
24.0,15.0,0.02044375,0.8374035,0.045553714,0.03686982,0.059168205
24.0,16.0,0.014042713,0.8304926,0.036282323,0.03252734,0.08618036
24.0,17.0,0.02006429,0.83359516,0.054770708,0.034264024,0.056707866
24.0,18.0,0.041064035,0.837071,0.073508136,0.041409705,0.00597194
24.0,19.0,0.038814463,0.8589697,0.06356527,0.03713188,0.0006086622
24.0,20.0,0.021882445,0.83027005,0.038161628,0.031969108,0.07715698
24.0,21.0,0.011726961,0.83174276,0.03869129,0.033392865,0.08408218
24.0,22.0,0.0,0.81724745,0.0,0.0,0.18275258
24.0,23.0,0.027158286,0.85767716,0.063771926,0.037802868,0.012901542
24.0,24.0,0.02773613,0.83687836,0.056606863,0.041778892,0.0361263
25.0,1.0,0.24455889,0.51626176,0.08206376,0.060127463,0.09533619
25.0,2.0,0.08753977,0.7213916,0.058203798,0.03971924,0.092088796
25.0,3.0,0.05764031,0.7504128,0.059057854,0.039398074,0.09243126
25.0,4.0,0.05115571,0.79302347,0.06629316,0.04394196,0.044550236
25.0,5.0,0.045145065,0.7893133,0.061006814,0.040711015,0.06282872
25.0,6.0,0.033325996,0.81593007,0.06290104,0.038041975,0.04893943
25.0,7.0,0.035342727,0.8227404,0.06775772,0.039165594,0.034040336
25.0,8.0,0.035585858,0.8026554,0.06101547,0.03976931,0.060064018
25.0,9.0,0.037225932,0.82883245,0.076900534,0.041991185,0.014051021
25.0,10.0,0.020189496,0.80481565,0.037033055,0.020800397,0.11663059
25.0,11.0,0.042553417,0.8200277,0.06859217,0.043228924,0.024444915
25.0,12.0,0.04501964,0.82326794,0.078926936,0.045877095,0.005651915
25.0,13.0,0.032862287,0.79852295,0.06527863,0.035180878,0.06724101
25.0,14.0,0.039368108,0.8024327,0.054335516,0.04154013,0.061312784
25.0,15.0,0.024853498,0.8166314,0.051635195,0.0366715,0.0694517
25.0,16.0,0.041057874,0.8262995,0.07895023,0.043675866,0.008904138
25.0,17.0,0.026662527,0.81555736,0.06804961,0.03832212,0.050589133
25.0,18.0,0.05989255,0.7783438,0.061921902,0.04458244,0.054110706
25.0,19.0,0.03301654,0.8464432,0.07139425,0.039224066,0.0090515325
25.0,21.0,0.044094037,0.821265,0.085808195,0.044760577,0.0029226737
25.0,22.0,0.05968341,0.7830539,0.06737099,0.04254001,0.045918506
25.0,23.0,0.047378987,0.8256038,0.07739337,0.04700544,0.0013828046
25.0,25.0,0.039187096,0.75498414,0.051241323,0.038506545,0.11469247
26.0,1.0,0.19642933,0.5343558,0.07435857,0.05880425,0.13473523
26.0,2.0,0.10516871,0.7040292,0.07084115,0.0523853,0.0663196
26.0,3.0,0.0596016,0.73607564,0.06993674,0.046470735,0.086720556
26.0,4.0,0.046192564,0.73751986,0.05000947,0.035862926,0.12937853
26.0,5.0,0.036008604,0.8057772,0.072942935,0.045746695,0.038452793
26.0,6.0,0.036349073,0.799188,0.06633593,0.040412657,0.056801617
26.0,7.0,0.04384806,0.79146534,0.07097854,0.047851585,0.044740267
26.0,8.0,0.023355262,0.80126977,0.056644566,0.03758384,0.0803425
26.0,9.0,0.031662535,0.80230767,0.07585054,0.047896508,0.041400302
26.0,10.0,0.018322656,0.7746382,0.030761305,0.024153102,0.15158202
26.0,11.0,0.024871033,0.7991349,0.05289785,0.045902345,0.07638073
26.0,12.0,0.03086761,0.7780312,0.05198466,0.039590172,0.098612964
26.0,13.0,0.025789684,0.8055127,0.058021117,0.043014847,0.06677125
26.0,14.0,0.027783602,0.7179858,0.046332534,0.03277113,0.17424639
26.0,15.0,0.023789674,0.7955957,0.04584675,0.031266402,0.102708615
26.0,16.0,0.04397501,0.8071419,0.06927617,0.04892446,0.029553782
26.0,17.0,0.027946103,0.81643873,0.06237004,0.042172253,0.050395977
26.0,18.0,0.031804815,0.81631154,0.06419754,0.044139303,0.04267912
26.0,19.0,0.04698319,0.80842286,0.081128165,0.04991046,0.012375261
26.0,21.0,0.032901194,0.800771,0.068874285,0.042646766,0.05377231
26.0,22.0,0.060328353,0.7771837,0.06704547,0.0534722,0.040620297
26.0,23.0,0.039326757,0.80540687,0.06760505,0.047174342,0.039411597
26.0,26.0,0.0,0.7817483,0.0,0.0,0.2182517
27.0,1.0,0.25075316,0.49177963,0.08068616,0.06536593,0.10979274
27.0,2.0,0.091632575,0.69465876,0.070609756,0.04949184,0.09234561
27.0,3.0,0.04423273,0.7714473,0.072593674,0.04767751,0.06301946
27.0,4.0,0.061222922,0.7652395,0.087642394,0.05455738,0.030004345
27.0,5.0,0.040214464,0.74293685,0.04982971,0.038200133,0.12799379
27.0,6.0,0.03451092,0.7877543,0.0622595,0.0435842,0.070899904
27.0,7.0,0.040652294,0.7913424,0.07625041,0.050408848,0.04017484
27.0,8.0,0.03795987,0.758167,0.055784035,0.03932696,0.10778321
27.0,9.0,0.049217,0.7923753,0.09464914,0.054356232,0.008001008
27.0,10.0,0.02451895,0.75889593,0.033738084,0.02365526,0.15862274
27.0,11.0,0.04469884,0.78338164,0.08738249,0.054694466,0.028609063
27.0,12.0,0.038029775,0.7901421,0.08358004,0.05327611,0.03389032
27.0,13.0,0.04410696,0.70044476,0.06712069,0.050330874,0.13663043
27.0,14.0,0.03961482,0.7184492,0.042267617,0.029787546,0.16899358
27.0,15.0,0.023944568,0.77872014,0.052583184,0.042925987,0.10062053
27.0,17.0,0.04817746,0.8074581,0.0833798,0.050989557,0.008775816
27.0,18.0,0.042720746,0.80098385,0.081655376,0.047748137,0.025730118
27.0,20.0,0.022568325,0.74663496,0.038931113,0.02025568,0.17089711
27.0,21.0,0.049180664,0.79058504,0.08653431,0.055219613,0.016621288
27.0,22.0,0.040473167,0.8038727,0.08049242,0.048855804,0.025139922
27.0,23.0,0.05592563,0.7989223,0.08033158,0.05607221,0.007404722
